"gene","p_val","avg_log2FC","pct.1","pct.2","p_val_adj"
"OGT",2.53248365589045e-63,0.56092892306196,0.392,0.351,8.38530663301887e-59
"LINC00861",4.16955661974429e-63,-0.60021418565593,0.194,0.251,1.38058189236353e-58
"DESI1",5.04461510584082e-63,1.09373287015608,0.154,0.11,1.67032250769495e-58
"PAGR1",5.61415769422299e-63,-0.293926216019448,0.088,0.138,1.85890375413418e-58
"ZRSR2",6.80812230381288e-63,0.677764949468808,0.22,0.167,2.25423737601548e-58
"TBK1",1.04435811998512e-62,0.771360915491594,0.262,0.214,3.45797417108274e-58
"MOV10",1.44154052003501e-62,1.4022142351805,0.111,0.072,4.77308481588793e-58
"PRPF4B",1.58039724965244e-62,0.765762533743111,0.374,0.346,5.23285333332419e-58
"SP140L",1.63972471901636e-62,0.821197222369387,0.239,0.191,5.42929251713507e-58
"CHFR",2.23961682825157e-62,0.872411734813227,0.233,0.185,7.41559528002377e-58
"CCDC12",2.65583945725921e-62,0.719186207478217,0.305,0.263,8.79375002693098e-58
"IRF1",3.47366417104134e-62,0.426570944395677,0.46,0.413,1.1501649436735e-57
"EPC1",7.92219810600643e-62,0.467867249781346,0.514,0.504,2.62311901487979e-57
"IRF3",8.62876546680236e-62,0.920801361295888,0.212,0.165,2.85707053371293e-57
"GPR155",2.1540361347832e-61,1.04538185204144,0.133,0.091,7.13222904588064e-57
"ATP6V0A2",2.76207814416333e-61,1.0510771196101,0.129,0.087,9.14551694313921e-57
"SPG11",2.93465740302566e-61,0.708184831263795,0.322,0.279,9.71694412715827e-57
"MYLIP",6.2813407216495e-61,-0.285830881829859,0.145,0.205,2.07981472634536e-56
"TNIP1",2.34700853030521e-60,0.854614058505989,0.182,0.135,7.77117994469358e-56
"TMEM71",2.88158728516885e-60,-0.739721901221132,0.088,0.133,9.54122365992259e-56
"ANKRD49",3.48768521315034e-60,1.17823559300751,0.12,0.08,1.15480745092621e-55
"CLIP1",6.73168402960132e-60,0.670649723467233,0.308,0.264,2.22892789904129e-55
"MIB2",7.03386016494847e-60,-0.326789813804645,0.064,0.106,2.32898143921609e-55
"CHMP5",7.38199237793665e-60,0.895340061130474,0.248,0.209,2.44425149625861e-55
"ZBTB8OS",1.44313434008862e-59,0.771960752544095,0.234,0.189,4.77836211346743e-55
"VRK2",2.86552211622541e-59,0.785526089849643,0.236,0.189,9.48803027903396e-55
"PLIN2",2.94304684580686e-59,-0.373794366916739,0.095,0.144,9.74472241115109e-55
"CTCF",3.61467442868065e-59,0.738978906683868,0.27,0.224,1.19685485008045e-54
"ADK",4.03993003534571e-59,0.485997790402752,0.406,0.368,1.33766123400332e-54
"EIPR1",4.89503316983796e-59,0.805439766457427,0.166,0.12,1.62079443286505e-54
"DDHD1",9.07734250179637e-59,0.684025402285281,0.296,0.251,3.0055988757698e-54
"C21orf91",9.83111281493301e-59,0.904099392115494,0.153,0.108,3.25517976415247e-54
"ASCC3",1.23699022391556e-58,0.60773824273907,0.411,0.381,4.09579833040681e-54
"NARF",1.52586950916521e-58,0.939677899311899,0.181,0.136,5.05230653179694e-54
"RAP2A",2.50087598810321e-58,-0.275503615303565,0.08,0.127,8.28065048420853e-54
"ITSN2",2.87380100364875e-58,0.441311888486841,0.437,0.396,9.51544250318139e-54
"MAML2",3.89563128702646e-58,0.326637417870582,0.572,0.543,1.28988247544733e-53
"TIAM2",6.63451984333792e-58,1.24177843931641,0.192,0.15,2.19675586532762e-53
"ARID4B",7.18465960828906e-58,0.316145633755576,0.616,0.629,2.37891264290059e-53
"GALNT1",1.64444533036474e-57,0.873685512618624,0.283,0.245,5.44492293337069e-53
"PIGB",2.35451137463684e-57,0.932961079168148,0.112,0.073,7.79602261256004e-53
"ZNRF2",4.99232668895813e-57,0.535372332432164,0.281,0.23,1.65300928998093e-52
"LRRC59",6.07928047023821e-57,-0.333382316052714,0.091,0.139,2.01291055650057e-52
"ABHD14A",6.59470210691123e-57,-0.369256655095189,0.067,0.109,2.18357181461938e-52
"ZBTB25",7.48508002345347e-57,0.942762700438374,0.125,0.084,2.47838484656568e-52
"ZMYND8",7.59979984164644e-57,0.761088892161989,0.289,0.247,2.51636972556755e-52
"KLHL18",9.4883465255529e-57,-0.25779870709913,0.114,0.167,3.14168641807582e-52
"MT-ATP8",2.72660921349892e-56,1.41654094417551,0.361,0.365,9.02807576681628e-52
"PSMD14",5.01963784208234e-56,0.855844960184599,0.251,0.211,1.66205228589188e-51
"SIRT7",5.07112597335069e-56,0.689596778251843,0.15,0.106,1.67910052103615e-51
"CCDC138",5.30992696576141e-56,-0.376231119009357,0.065,0.106,1.75816991763326e-51
"PPP1CB",7.51805326020365e-56,-0.260980742793258,0.388,0.484,2.48930261498603e-51
"LRRC37A2",1.70019450262361e-55,0.949911941315607,0.109,0.071,5.62951401763702e-51
"ABRACL",2.52490778263697e-55,0.385686122596085,0.268,0.215,8.36022215908926e-51
"BCL2L1",3.04925228190457e-55,0.900071850503368,0.191,0.147,1.00963792306142e-50
"GEM",4.20481850153453e-55,1.15680955792742,0.12,0.082,1.3922574540431e-50
"MSMO1",6.47910341609878e-55,-0.322518075348752,0.082,0.126,2.14529593210447e-50
"ARPC3",1.36492811334774e-54,0.369570509168239,0.541,0.573,4.51941347610572e-50
"SKA2",1.46131573631294e-54,0.9535000635255,0.221,0.181,4.83856253450576e-50
"OGFR",1.59185071054721e-54,1.0077117062408,0.168,0.126,5.27077688769286e-50
"B3GNT2",1.61344167218702e-54,1.00076704908839,0.112,0.074,5.34226672077843e-50
"SUB1",2.75626055391378e-54,0.377597385182592,0.566,0.597,9.12625432006391e-50
