"gene","p_val","avg_log2FC","pct.1","pct.2","p_val_adj"
"FAF1",4.51588409158876e-11,0.390819766536535,0.581,0.546,1.49525438156596e-06
"LONP1",4.5811510388212e-11,1.08348172560877,0.173,0.108,1.51686492046409e-06
"ACP2",4.58500507810552e-11,-0.60774517395607,0.082,0.14,1.51814103141152e-06
"PGS1",4.68897462635333e-11,-0.474485456981318,0.123,0.193,1.55256638853185e-06
"RAPGEF2",4.75466397713138e-11,-0.638282071852566,0.385,0.483,1.57431678946797e-06
"CWC25",4.94613486862297e-11,0.963286290663532,0.182,0.114,1.63771471634975e-06
"ERGIC1",4.9666444413494e-11,-0.338070264304579,0.271,0.373,1.6445056409752e-06
"LRRC59",4.96705699882757e-11,-0.471157995271793,0.109,0.175,1.6446422428818e-06
"RSL24D1",5.06585212148994e-11,-0.391329634563863,0.176,0.258,1.67735429594653e-06
"TSNAX",5.07533765768055e-11,-0.338588463612653,0.146,0.222,1.68049505183461e-06
"CCNK",5.09716004926838e-11,0.983322544778817,0.244,0.175,1.68772066391325e-06
"ENSG00000225889",5.59353141142667e-11,1.25755339412278,0.12,0.062,1.85207418563749e-06
"ZC3H12C",5.72301171833208e-11,-0.748069555171065,0.156,0.224,1.89494641005694e-06
"MYG1",5.72939596274708e-11,-0.729124609192792,0.067,0.119,1.89706029722519e-06
"NDUFB1",5.77955780412744e-11,-0.393998294214806,0.262,0.359,1.91366938452464e-06
"HSD17B4",5.86139645375226e-11,-0.328387288422726,0.232,0.325,1.94076697980191e-06
"CD151",5.88753450122383e-11,-0.661188214421966,0.115,0.179,1.94942154870022e-06
"LAPTM5",5.88934726318927e-11,-0.303691319631873,0.689,0.754,1.9500217723146e-06
"ZMAT2",6.01019757194462e-11,-0.473318658394487,0.11,0.175,1.99003651804658e-06
"CEP250",6.33203732003171e-11,1.67459093156345,0.103,0.05,2.0966008770357e-06
"ANKFY1",6.51866648931727e-11,-0.378731879713825,0.211,0.299,2.15839566127784e-06
"NFKBIB",6.66617952996255e-11,0.925499106172627,0.176,0.11,2.2072387041659e-06
"PMS2P4",6.68273365744159e-11,1.42226236635495,0.144,0.085,2.21271994131548e-06
"LSS",6.68884800469968e-11,1.66944329946965,0.103,0.05,2.21474446283611e-06
"FILIP1L",6.69879026469594e-11,0.859989388901939,0.263,0.191,2.21803644454347e-06
"HSPA6",6.77290723843906e-11,1.36495575049775,0.208,0.141,2.24257731571956e-06
"MRPL47",7.10356739406155e-11,-0.449607465024897,0.107,0.173,2.35206219984772e-06
